,日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
1059,2020-07-30,上海青,5.0,9.0,11.038,14.429999999999998
1060,2020-07-30,云南油麦菜,4.69,8.0,12.708,12.81
1061,2020-07-30,云南生菜,6.15,12.0,26.132,15.25
1062,2020-07-30,净藕(1),7.399999999999999,12.0,7.679,5.54
1067,2020-07-30,娃娃菜,4.07,6.9,8.0,2.48
1076,2020-07-30,竹叶菜,3.52,4.78125,12.381,13.62
1077,2020-07-30,紫茄子(2),5.57,9.0,16.86,6.07
1082,2020-07-30,红薯尖,3.6,6.0,25.538,8.42
1083,2020-07-30,菜心,4.51,8.0,10.902,13.7
1084,2020-07-30,螺丝椒,5.09,8.0,21.909,10.18
1085,2020-07-30,西兰花,9.42,14.0,13.93,9.26
1091,2020-07-30,青茄子(1),4.12,6.0,11.155,5.01
1092,2020-07-30,高瓜(1),7.11,14.0,0.637,29.25
1095,2020-07-31,上海青,5.0,9.0,12.084,14.43
1096,2020-07-31,云南油麦菜,4.69,8.0,20.0,12.81
1097,2020-07-31,云南生菜,6.15,12.0,19.111,15.25
1098,2020-07-31,净藕(1),7.54,11.0,17.846,5.54
1103,2020-07-31,娃娃菜,4.04,6.9,10.0,2.48
1106,2020-07-31,木耳菜,4.25,7.0,1.434,7.610000000000001
1113,2020-07-31,竹叶菜,3.65,5.0,16.986,13.62
1114,2020-07-31,紫茄子(2),5.569999999999999,9.0,14.177,6.069999999999999
1118,2020-07-31,红薯尖,3.6,7.0,14.017,8.42
1119,2020-07-31,苋菜,4.38,8.0,3.271,18.52
1120,2020-07-31,菜心,4.51,8.0,43.609,13.699999999999998
1121,2020-07-31,螺丝椒,5.12,8.0,15.704,10.18
1122,2020-07-31,西兰花,9.42,14.0,15.867,9.260000000000002
1128,2020-07-31,青茄子(1),4.03,6.0,10.903,5.01
1129,2020-07-31,高瓜(1),7.220000000000001,14.0,1.216,29.25
1132,2020-08-01,上海青,4.99,9.0,18.876,14.43
1134,2020-08-01,云南油麦菜,4.69,8.0,14.752,12.81
1135,2020-08-01,云南生菜,6.15,12.0,28.869,15.25
1136,2020-08-01,净藕(1),7.6,11.0,17.404,5.54
1141,2020-08-01,娃娃菜,4.02,6.9,8.0,2.48
1144,2020-08-01,木耳菜,4.72,10.0,3.146,7.61
1151,2020-08-01,竹叶菜,3.64,7.0,13.487,13.62
1152,2020-08-01,紫茄子(2),4.81,8.0,15.214,6.07
1157,2020-08-01,红薯尖,3.68,6.0,14.399,8.42
1158,2020-08-01,苋菜,4.78,8.0,11.704,18.52
1159,2020-08-01,菜心,4.52,8.0,34.027,13.7
1160,2020-08-01,螺丝椒,4.99,8.0,10.814,10.18
1161,2020-08-01,西兰花,9.43,14.0,27.153,9.26
1167,2020-08-01,青茄子(1),4.03,6.0,14.852,5.01
1168,2020-08-01,高瓜(1),7.230000000000001,14.0,1.696,29.25
1171,2020-08-02,上海青,4.97,9.0,19.502,14.43
1173,2020-08-02,云南油麦菜,4.69,8.0,24.955,12.81
1174,2020-08-02,云南生菜,6.33,12.0,22.288,15.25
1175,2020-08-02,净藕(1),7.51,11.0,48.13,5.54
1176,2020-08-02,外地茼蒿,11.0,19.8,3.793,26.160000000000004
1181,2020-08-02,娃娃菜,4.04,6.9,10.0,2.48
1184,2020-08-02,木耳菜,5.74,7.0,6.037,7.61
1187,2020-08-02,洪湖藕带,22.0,31.8,0.864,24.05
1193,2020-08-02,竹叶菜,4.35,8.0,14.726,13.62
1194,2020-08-02,紫茄子(2),4.53,7.0,25.3,6.069999999999999
1199,2020-08-02,红薯尖,3.72,6.0,15.019,8.42
1200,2020-08-02,苋菜,5.48,9.0,7.237,18.52
1201,2020-08-02,菜心,4.43,8.0,40.468,13.7
1202,2020-08-02,菠菜,10.66,18.0,6.237,18.51
1203,2020-08-02,螺丝椒,4.22,8.0,11.218,10.18
1204,2020-08-02,西兰花,9.42,14.0,27.125,9.26
1210,2020-08-02,青茄子(1),3.71,6.0,14.451,5.01
1211,2020-08-02,高瓜(1),7.230000000000001,14.0,1.28,29.25
1215,2020-08-03,上海青,4.97,9.0,12.754,14.43
1216,2020-08-03,云南油麦菜,4.69,8.0,36.056,12.81
1217,2020-08-03,云南生菜,7.7,12.0,13.315,15.25
1218,2020-08-03,净藕(1),7.31,11.0,12.736,5.54
1219,2020-08-03,外地茼蒿,11.05,19.8,3.244,26.160000000000004
1224,2020-08-03,娃娃菜,4.12,6.900000000000001,12.0,2.48
1227,2020-08-03,木耳菜,5.48,10.0,1.616,7.61
1230,2020-08-03,洪湖藕带,22.0,31.8,0.902,24.05
1236,2020-08-03,竹叶菜,3.99,6.0,17.678,13.62
1237,2020-08-03,紫茄子(2),3.83,7.0,16.565,6.07
1242,2020-08-03,红薯尖,3.61,6.0,44.662,8.42
1243,2020-08-03,苋菜,5.61,8.0,6.691,18.52
1244,2020-08-03,菜心,4.4,8.0,8.511,13.7
1245,2020-08-03,菠菜,10.54,18.0,5.856,18.51
1246,2020-08-03,螺丝椒,5.21,8.0,8.645999999999999,10.18
1247,2020-08-03,西兰花,8.94,14.0,22.77,9.26
1253,2020-08-03,青茄子(1),3.61,6.0,21.005,5.01
1254,2020-08-03,高瓜(1),7.229999999999999,14.0,1.917,29.25
1258,2020-08-04,上海青,4.69,9.0,13.107,14.43
1260,2020-08-04,云南油麦菜,5.0,9.0,9.555,12.81
1261,2020-08-04,云南生菜,8.08,12.0,17.016000000000002,15.25
1262,2020-08-04,净藕(1),7.2,11.0,23.401,5.54
1263,2020-08-04,外地茼蒿,11.02,19.8,1.642,26.16
1268,2020-08-04,娃娃菜,4.07,6.9,7.0,2.48
1272,2020-08-04,木耳菜,4.2,10.0,0.873,7.61
1275,2020-08-04,洪湖藕带,22.0,31.8,1.283,24.05
1279,2020-08-04,竹叶菜,2.97,5.0,16.946,13.62
1280,2020-08-04,紫茄子(2),4.49,8.0,11.428,6.07
1283,2020-08-04,红薯尖,3.6,6.0,32.173,8.42
1284,2020-08-04,苋菜,4.21,8.0,5.99,18.52
1285,2020-08-04,菜心,4.55,8.0,11.114,13.7
1286,2020-08-04,螺丝椒,5.18,8.0,6.23,10.18
1287,2020-08-04,西兰花,8.76,14.0,21.353,9.26
1293,2020-08-04,青茄子(1),3.22,6.0,8.046,5.01
1294,2020-08-04,高瓜(1),6.86,14.0,1.524,29.25
1297,2020-08-05,上海青,5.46,9.0,8.62,14.43
1299,2020-08-05,云南油麦菜,5.0,9.0,11.962,12.81
1300,2020-08-05,云南生菜,8.08,12.0,20.015,15.25
1301,2020-08-05,净藕(1),7.2,11.0,18.915,5.54
1302,2020-08-05,外地茼蒿,11.02,19.8,1.414,26.160000000000004
1306,2020-08-05,娃娃菜,4.09,6.9,7.0,2.48
1310,2020-08-05,木耳菜,4.2,10.0,3.743,7.61
1313,2020-08-05,洪湖藕带,22.0,31.8,0.985,24.05
1318,2020-08-05,竹叶菜,2.97,5.0,25.766,13.62
1319,2020-08-05,紫茄子(2),4.72,8.0,17.772,6.07
1323,2020-08-05,红薯尖,3.6,6.0,28.113,8.42
1324,2020-08-05,苋菜,4.21,8.0,9.663,18.52
1325,2020-08-05,菜心,4.56,8.0,38.751,13.699999999999998
1326,2020-08-05,菠菜,10.28,18.0,1.263,18.51
1327,2020-08-05,螺丝椒,5.21,8.0,18.929,10.179999999999998
1328,2020-08-05,西兰花,8.63,14.0,16.227,9.26
1333,2020-08-05,青茄子(1),3.07,6.0,13.563,5.01
1334,2020-08-05,高瓜(1),6.849999999999999,12.0,1.552,29.25
1338,2020-08-06,上海青,5.02,9.0,13.476,14.43
1340,2020-08-06,云南油麦菜,5.16,9.0,34.155,12.81
1341,2020-08-06,云南生菜,7.61,12.0,20.564,15.25
1342,2020-08-06,净藕(1),7.2,11.0,18.206,5.54
1343,2020-08-06,外地茼蒿,11.02,19.8,2.302,26.16
1348,2020-08-06,娃娃菜,4.06,6.900000000000001,12.0,2.48
1352,2020-08-06,木耳菜,4.2,10.0,0.441,7.61
1355,2020-08-06,洪湖藕带,22.0,31.8,0.491,24.05
1361,2020-08-06,竹叶菜,2.97,5.0,8.934000000000001,13.62
1362,2020-08-06,紫茄子(2),4.98,8.0,20.692,6.07
1367,2020-08-06,红薯尖,3.6,6.0,11.354,8.42
1368,2020-08-06,苋菜,4.26,7.0,7.152,18.52
1369,2020-08-06,菜心,4.53,8.0,27.155,13.7
1370,2020-08-06,螺丝椒,5.2,8.0,11.781,10.18
1371,2020-08-06,西兰花,8.56,14.0,11.31,9.260000000000002
1377,2020-08-06,高瓜(1),6.46,12.0,0.418,29.25
1381,2020-08-07,上海青,4.69,9.0,14.446,14.43
1383,2020-08-07,云南油麦菜,5.309999999999999,9.0,10.67,12.81
1384,2020-08-07,云南生菜,7.24,12.0,20.897,15.25
1385,2020-08-07,净藕(1),7.2,11.0,21.13,5.54
1386,2020-08-07,外地茼蒿,11.02,19.8,3.565,26.16
1390,2020-08-07,娃娃菜,4.1,6.9,5.0,2.48
1397,2020-08-07,洪湖藕带,22.0,31.8,1.52,24.05
1403,2020-08-07,白玉菇(袋),3.75,7.9,4.0,6.57
1404,2020-08-07,竹叶菜,2.97,5.0,7.352,13.62
1405,2020-08-07,紫茄子(2),3.74,4.0,34.299,6.07
1409,2020-08-07,红莲藕带,5.3,10.0,0.6619999999999999,16.63
1410,2020-08-07,红薯尖,3.6,6.0,28.568,8.42
1411,2020-08-07,苋菜,4.02,7.0,4.226,18.52
1412,2020-08-07,菜心,4.59,8.0,12.474,13.7
1413,2020-08-07,菠菜,10.28,18.0,4.438,18.51
1414,2020-08-07,螺丝椒,5.26,8.0,9.788,10.18
1415,2020-08-07,西兰花,8.59,14.0,19.416,9.26
1422,2020-08-07,青茄子(1),3.17,6.0,5.518,5.01
1423,2020-08-07,高瓜(1),6.33,12.0,2.103,29.25
1427,2020-08-08,上海青,4.73,7.0,42.264,14.43
1428,2020-08-08,云南油麦菜,5.31,9.0,35.347,12.81
1429,2020-08-08,云南生菜,6.92,12.0,34.302,15.25
1430,2020-08-08,净藕(1),7.200000000000001,11.0,22.267,5.54
1431,2020-08-08,外地茼蒿,11.0,19.8,2.964,26.16
1436,2020-08-08,娃娃菜,4.11,6.9,8.0,2.48
1443,2020-08-08,洪湖藕带,22.0,31.8,1.645,24.05
1449,2020-08-08,白玉菇(袋),3.75,7.9,7.0,6.57
1450,2020-08-08,竹叶菜,2.97,5.0,12.393,13.62
1451,2020-08-08,紫茄子(2),2.0,4.0,40.254,6.07
1455,2020-08-08,红莲藕带,5.3,10.0,1.963,16.63
1456,2020-08-08,红薯尖,3.6,5.0,31.605,8.42
1457,2020-08-08,苋菜,3.85,7.0,8.902,18.52
1458,2020-08-08,菜心,4.54,8.0,21.556,13.7
1459,2020-08-08,菠菜,10.45,18.0,1.469,18.51
1460,2020-08-08,螺丝椒,5.52,8.0,13.76,10.18
1461,2020-08-08,西兰花,8.68,14.0,25.77,9.26
1467,2020-08-08,青茄子(1),3.38,6.0,12.96,5.01
1468,2020-08-08,高瓜(1),6.409999999999999,12.0,1.586,29.25
1472,2020-08-09,上海青,4.46,7.0,35.806,14.43
1473,2020-08-09,云南油麦菜,5.31,9.0,12.808,12.81
1474,2020-08-09,云南生菜,6.920000000000001,10.0,20.969,15.25
1475,2020-08-09,净藕(1),7.13,10.0,22.408,5.54
1476,2020-08-09,外地茼蒿,10.96,19.8,3.338,26.16
1481,2020-08-09,娃娃菜,4.05,6.9,13.0,2.48
1488,2020-08-09,洪湖藕带,22.0,31.8,1.18,24.05
1494,2020-08-09,竹叶菜,2.9,5.0,10.904,13.62
1495,2020-08-09,紫茄子(2),2.0,4.0,25.63,6.07
1500,2020-08-09,红薯尖,3.3,5.0,14.111,8.42
1501,2020-08-09,苋菜,3.92,7.0,5.702,18.52
1502,2020-08-09,菜心,4.53,8.0,16.772,13.7
1503,2020-08-09,菠菜,10.48,18.0,4.833,18.51
1504,2020-08-09,螺丝椒,5.52,8.0,18.588,10.18
1505,2020-08-09,西兰花,10.18,14.0,36.037,9.26
1512,2020-08-09,青茄子(1),3.45,6.0,9.197,5.01
1513,2020-08-09,高瓜(1),6.480000000000001,12.0,2.312,29.25
1517,2020-08-10,上海青,4.38,8.0,12.456,14.43
1518,2020-08-10,云南油麦菜,5.31,9.0,30.025,12.81
1519,2020-08-10,云南生菜,6.92,10.0,24.445,15.25
1520,2020-08-10,净藕(1),6.6000000000000005,10.0,23.61,5.54
1521,2020-08-10,外地茼蒿,10.96,21.8,2.344,26.160000000000004
1525,2020-08-10,娃娃菜,4.06,6.9,11.0,2.48
1531,2020-08-10,洪湖藕带,22.0,31.8,0.616,24.05
1535,2020-08-10,竹叶菜,2.5800000000000005,5.0,9.816,13.62
1536,2020-08-10,紫茄子(2),2.0,4.0,24.399,6.069999999999999
1539,2020-08-10,红薯尖,3.0,5.0,12.609,8.42
1540,2020-08-10,苋菜,4.21,7.0,8.082,18.52
1541,2020-08-10,菜心,4.53,8.0,22.181,13.7
1542,2020-08-10,菱角,8.18,14.0,4.837,9.61
1543,2020-08-10,螺丝椒,5.53,8.0,11.481,10.18
1544,2020-08-10,西兰花,10.8,14.544117647058824,28.181,9.26
1550,2020-08-10,青茄子(1),2.62,6.0,8.546,5.01
1551,2020-08-10,高瓜(1),6.52,12.0,1.62,29.25
1555,2020-08-11,上海青,4.37,8.0,29.987,14.43
1556,2020-08-11,云南油麦菜,5.31,9.0,11.094,12.81
1557,2020-08-11,云南生菜,6.92,10.0,18.624,15.25
1558,2020-08-11,净藕(1),6.6,10.0,16.016,5.54
1559,2020-08-11,外地茼蒿,10.99,21.8,1.198,26.160000000000004
1563,2020-08-11,娃娃菜,4.06,6.9,13.0,2.48
1567,2020-08-11,木耳菜,3.810000000000001,6.0,3.076,7.61
1570,2020-08-11,洪湖藕带,22.0,31.8,1.664,24.05
1574,2020-08-11,竹叶菜,2.57,4.0,10.483,13.619999999999996
1575,2020-08-11,紫茄子(2),2.0,4.0,19.899,6.07
1579,2020-08-11,红薯尖,3.0,5.0,12.668,8.42
1580,2020-08-11,苋菜,4.11,6.0,9.7,18.52
1581,2020-08-11,菜心,4.93,8.0,10.251,13.7
1582,2020-08-11,菱角,8.18,14.0,0.958,9.61
1583,2020-08-11,螺丝椒,5.48,8.0,11.882,10.18
1584,2020-08-11,西兰花,10.01,14.0,27.357,9.26
1590,2020-08-11,青茄子(1),2.45,7.0,5.76,5.01
1591,2020-08-11,高瓜(1),5.73,12.0,1.043,29.25
1594,2020-08-12,上海青,4.38,7.0,23.648,14.429999999999998
1595,2020-08-12,云南油麦菜,5.31,9.0,26.84,12.81
1596,2020-08-12,云南生菜,6.919999999999999,10.0,27.011,15.25
1597,2020-08-12,净藕(1),6.6,10.0,22.016,5.54
1598,2020-08-12,外地茼蒿,10.99,21.8,1.211,26.16
1602,2020-08-12,娃娃菜,4.05,6.9,9.0,2.48
1608,2020-08-12,洪湖藕带,22.0,31.8,1.038,24.05
1613,2020-08-12,竹叶菜,2.57,4.0,11.962,13.62
1614,2020-08-12,紫茄子(2),2.0,8.0,13.66,6.07
1618,2020-08-12,红薯尖,3.0,5.0,13.694,8.42
1619,2020-08-12,菜心,4.82,8.0,10.477,13.7
1620,2020-08-12,菱角,8.18,14.0,3.583,9.61
1621,2020-08-12,螺丝椒,5.52,8.0,16.493,10.18
1622,2020-08-12,西兰花,9.2,14.0,26.143,9.26
1628,2020-08-12,青茄子(1),4.42,5.0,10.585,5.01
1629,2020-08-12,高瓜(1),5.73,12.0,0.718,29.25
1633,2020-08-13,上海青,4.37,7.0,14.345,14.43
1634,2020-08-13,云南油麦菜,5.32,9.0,23.087,12.81
1635,2020-08-13,云南生菜,6.92,10.0,17.69,15.25
1636,2020-08-13,净藕(1),6.6,10.0,16.416,5.54
1640,2020-08-13,娃娃菜,4.06,6.9,8.0,2.48
1644,2020-08-13,木耳菜,3.2,6.0,2.257,7.61
1647,2020-08-13,洪湖藕带,22.0,31.8,1.773,24.05
1650,2020-08-13,竹叶菜,2.58,4.0,22.219,13.62
1651,2020-08-13,紫茄子(2),2.09,8.0,13.735,6.07
1655,2020-08-13,红薯尖,3.0,4.6,11.77,8.42
1656,2020-08-13,苋菜,3.81,5.6,8.675,18.52
1657,2020-08-13,菜心,4.78,8.0,18.032,13.7
1658,2020-08-13,螺丝椒,5.51,8.0,14.251,10.18
1659,2020-08-13,西兰花,8.94,13.0,23.005,9.260000000000002
1665,2020-08-13,青茄子(1),2.87,5.0,9.378,5.01
1666,2020-08-13,高瓜(1),5.71,12.0,1.135,29.25
1670,2020-08-14,上海青,4.37,7.0,13.882,14.43
1671,2020-08-14,云南油麦菜,5.31,9.0,22.522,12.81
1672,2020-08-14,云南生菜,6.15,10.0,29.789,15.25
1673,2020-08-14,净藕(1),6.2,10.0,20.886,5.54
1674,2020-08-14,外地茼蒿,13.090000000000002,21.8,3.971,26.16
1679,2020-08-14,娃娃菜,4.07,6.9,10.0,2.48
1682,2020-08-14,木耳菜,2.83,6.0,2.893,7.61
1685,2020-08-14,洪湖藕带,22.0,31.8,0.403,24.05
1691,2020-08-14,竹叶菜,1.78,4.0,10.384,13.619999999999996
1692,2020-08-14,紫茄子(2),6.54,8.0,23.571,6.07
1696,2020-08-14,红薯尖,2.6,4.6,38.198,8.42
1697,2020-08-14,苋菜,2.84,5.0,5.121,18.52
1699,2020-08-14,菜心,4.8,8.0,11.443,13.699999999999998
1700,2020-08-14,螺丝椒,5.54,8.0,16.879,10.18
1701,2020-08-14,西兰花,8.52,13.0,25.977,9.26
1708,2020-08-14,青茄子(1),2.66,5.0,6.1450000000000005,5.01
1709,2020-08-14,高瓜(1),5.349999999999999,12.0,0.702,29.25
1714,2020-08-15,上海青,4.37,7.0,11.651,14.43
1715,2020-08-15,云南油麦菜,5.31,9.0,34.728,12.810000000000002
1716,2020-08-15,云南生菜,5.78,10.0,42.174,15.25
1717,2020-08-15,净藕(1),6.0,8.8,22.39,5.54
1718,2020-08-15,外地茼蒿,13.14,21.8,4.105,26.16
1723,2020-08-15,娃娃菜,4.06,6.9,11.0,2.48
1728,2020-08-15,洪湖藕带,22.0,31.8,1.849,24.05
1734,2020-08-15,竹叶菜,1.81,3.6000000000000005,9.13,13.62
1735,2020-08-15,紫茄子(2),6.52,8.0,24.802,6.07
1739,2020-08-15,红薯尖,2.6,4.6,12.293,8.42
1740,2020-08-15,苋菜,2.81,5.0,10.02,18.52
1741,2020-08-15,菜心,4.95,8.0,16.804000000000002,13.7
1742,2020-08-15,螺丝椒,5.54,8.0,11.655,10.18
1743,2020-08-15,西兰花,8.52,13.0,9.16,9.26
1750,2020-08-15,青茄子(1),3.63,6.0,8.932,5.01
1751,2020-08-15,高瓜(1),5.23,12.0,1.403,29.25
1756,2020-08-16,上海青,4.91,8.0,24.443,14.43
1757,2020-08-16,云南油麦菜,5.31,9.0,50.786,12.81
1758,2020-08-16,云南生菜,5.77,10.0,14.431,15.25
1759,2020-08-16,净藕(1),5.89,8.8,22.007,5.54
1764,2020-08-16,娃娃菜,4.08,6.9,13.0,2.48
1769,2020-08-16,洪湖藕带,22.0,31.8,0.937,24.05
1774,2020-08-16,竹叶菜,1.81,3.6,9.329,13.62
1775,2020-08-16,紫茄子(2),6.4,8.0,14.376,6.07
1779,2020-08-16,红薯尖,2.6,4.6,14.193,8.42
1780,2020-08-16,苋菜,2.65,5.0,6.106,18.52
1781,2020-08-16,菜心,4.99,8.0,12.458,13.7
1782,2020-08-16,螺丝椒,5.52,8.0,17.973,10.18
1783,2020-08-16,西兰花,8.69,12.787951807228916,32.071,9.26
1789,2020-08-16,青茄子(1),3.54,6.0,11.122,5.01
1790,2020-08-16,高瓜(1),5.08,14.0,1.51,29.25
1795,2020-08-17,上海青,5.33,8.0,11.204,14.43
1796,2020-08-17,云南油麦菜,5.31,9.0,13.454,12.81
1797,2020-08-17,云南生菜,5.46,8.0,47.839,15.25
1798,2020-08-17,净藕(1),5.8,8.8,13.327,5.54
1803,2020-08-17,娃娃菜,4.06,6.9,5.0,2.48
1808,2020-08-17,洪湖藕带,22.0,31.8,1.073,24.05
1813,2020-08-17,竹叶菜,1.7800000000000002,3.6,9.75,13.62
1814,2020-08-17,紫茄子(2),6.29,8.0,20.339,6.07
1818,2020-08-17,红薯尖,2.4199999999999995,4.391071428571428,48.775,8.42
1819,2020-08-17,苋菜,2.81,5.0,9.419,18.52
1820,2020-08-17,菜心,4.95,8.0,11.655,13.7
1821,2020-08-17,螺丝椒,5.5,8.0,13.371,10.18
1822,2020-08-17,西兰花,8.32,13.0,24.231,9.26
1828,2020-08-17,青茄子(1),3.5,6.0,6.391,5.01
1829,2020-08-17,高瓜(1),9.36,14.0,1.516,29.25
1834,2020-08-18,上海青,5.63,8.0,13.849,14.43
1835,2020-08-18,云南油麦菜,5.31,8.0,29.157,12.81
1836,2020-08-18,云南生菜,5.38,8.0,34.041,15.25
1837,2020-08-18,净藕(1),5.8,8.8,20.255,5.54
1842,2020-08-18,娃娃菜,4.04,6.9,15.0,2.48
1847,2020-08-18,洪湖藕带,22.0,31.8,0.597,24.05
1852,2020-08-18,竹叶菜,1.78,3.6,11.228,13.62
1853,2020-08-18,紫茄子(2),6.130000000000001,9.0,15.303,6.07
1857,2020-08-18,红薯尖,2.4,4.0,15.756,8.42
1858,2020-08-18,苋菜,2.8999999999999995,5.0,5.442,18.52
1859,2020-08-18,菜心,4.91,8.0,23.136,13.7
1860,2020-08-18,螺丝椒,5.49,8.0,17.148,10.18
1861,2020-08-18,西兰花,8.32,12.0,26.065,9.26
1867,2020-08-18,青茄子(1),3.55,6.0,9.314,5.01
1868,2020-08-18,高瓜(1),10.48,12.0,0.901,29.25
1873,2020-08-19,上海青,5.48,10.0,12.727,14.43
1874,2020-08-19,云南油麦菜,5.29,8.0,20.554,12.81
1875,2020-08-19,云南生菜,5.38,8.0,37.437,15.25
1876,2020-08-19,净藕(1),5.8,8.8,15.9,5.54
1881,2020-08-19,娃娃菜,4.03,6.9,10.0,2.48
1886,2020-08-19,洪湖藕带,22.0,31.8,1.198,24.05
1892,2020-08-19,白玉菇(袋),4.06,7.9,2.0,6.57
1893,2020-08-19,竹叶菜,1.7900000000000005,3.6,11.394,13.62
1894,2020-08-19,紫茄子(2),6.16,9.0,13.664,6.07
1897,2020-08-19,红薯尖,2.4,4.0,12.616,8.42
1898,2020-08-19,苋菜,2.86,5.0,8.291,18.52
1899,2020-08-19,菜心,4.91,8.0,11.293,13.7
1900,2020-08-19,螺丝椒,5.5,8.0,13.295,10.18
1901,2020-08-19,西兰花,7.9,10.0,39.409,9.26
1907,2020-08-19,青茄子(1),3.92,6.0,7.141,5.01
1908,2020-08-19,高瓜(1),7.37,12.0,0.852,29.25
1913,2020-08-20,上海青,5.1,10.0,14.262,14.43
1914,2020-08-20,云南油麦菜,4.85,8.0,23.769,12.81
1915,2020-08-20,云南生菜,5.38,8.0,29.877,15.25
1916,2020-08-20,净藕(1),5.8,8.8,20.891,5.54
1921,2020-08-20,娃娃菜,4.06,6.9,11.0,2.48
1926,2020-08-20,洪湖藕带,22.0,29.8,0.806,24.05
1932,2020-08-20,白玉菇(袋),4.13,7.9,2.0,6.57
1933,2020-08-20,竹叶菜,2.06,4.0,10.778,13.62
1934,2020-08-20,紫茄子(2),7.07,9.0,20.103,6.07
1938,2020-08-20,红薯尖,2.4,4.0,13.896,8.42
1939,2020-08-20,苋菜,2.65,5.0,8.514,18.52
1940,2020-08-20,菜心,4.81,8.0,36.769,13.7
1941,2020-08-20,螺丝椒,5.53,9.0,6.872,10.18
1942,2020-08-20,西兰花,7.7,10.0,36.802,9.26
1949,2020-08-20,青茄子(1),4.3,7.0,9.887,5.01
1950,2020-08-20,高瓜(1),6.28,12.0,1.269,29.25
1955,2020-08-21,上海青,5.93,10.0,33.883,14.43
1956,2020-08-21,云南油麦菜,4.85,8.0,34.656,12.810000000000002
1957,2020-08-21,云南生菜,5.39,8.0,15.854,15.25
1958,2020-08-21,净藕(1),5.8,8.8,22.791,5.54
1963,2020-08-21,娃娃菜,4.07,6.9,10.0,2.48
1968,2020-08-21,洪湖藕带,22.0,29.8,0.5800000000000001,24.05
1974,2020-08-21,白玉菇(袋),4.13,7.9,2.0,6.57
1975,2020-08-21,竹叶菜,2.21,4.0,9.422,13.62
1976,2020-08-21,紫茄子(2),7.07,10.0,10.844,6.07
1980,2020-08-21,红薯尖,2.4,4.0,12.239,8.42
1981,2020-08-21,苋菜,2.65,5.0,8.336,18.52
1983,2020-08-21,菜心,5.15,8.0,11.492,13.7
1984,2020-08-21,螺丝椒,5.58,8.0,14.639,10.18
1985,2020-08-21,西兰花,7.48,12.0,26.791,9.26
1991,2020-08-21,青茄子(1),4.67,7.0,11.592,5.01
1992,2020-08-21,高瓜(1),5.0,12.0,1.227,29.25
1996,2020-08-22,上海青,5.82,10.0,23.043,14.43
1997,2020-08-22,云南油麦菜,4.93,8.0,40.661,12.81
1998,2020-08-22,云南生菜,5.38,8.0,31.245,15.25
1999,2020-08-22,净藕(1),5.88,8.8,21.992,5.54
2004,2020-08-22,娃娃菜,4.03,6.9,15.0,2.48
2007,2020-08-22,木耳菜,3.22,6.0,8.699,7.61
2010,2020-08-22,洪湖藕带,22.0,29.8,1.7799999999999998,24.05
2014,2020-08-22,白玉菇(袋),4.13,7.9,2.0,6.57
2015,2020-08-22,竹叶菜,2.2,4.0,9.574,13.62
2016,2020-08-22,紫茄子(2),6.99,12.0,14.206,6.069999999999999
2020,2020-08-22,红薯尖,2.4,4.0,14.353,8.42
2021,2020-08-22,苋菜,2.75,5.0,8.212,18.52
2023,2020-08-22,菜心,5.04,8.0,18.033,13.7
2024,2020-08-22,螺丝椒,6.08,8.0,15.62,10.18
2025,2020-08-22,西兰花,7.28,12.0,29.167,9.26
2031,2020-08-22,青茄子(1),5.09,7.0,4.873,5.01
2035,2020-08-23,上海青,5.69,10.0,36.66,14.43
2036,2020-08-23,云南油麦菜,5.0,8.0,28.008,12.81
2037,2020-08-23,云南生菜,5.38,9.0,31.328,15.25
2038,2020-08-23,净藕(1),5.94,8.8,25.755,5.54
2043,2020-08-23,娃娃菜,4.09,6.9,9.0,2.48
2048,2020-08-23,洪湖藕带,22.0,29.8,1.175,24.05
2053,2020-08-23,白玉菇(袋),4.24,7.9,2.0,6.57
2054,2020-08-23,竹叶菜,2.18,4.0,17.869,13.62
2055,2020-08-23,紫茄子(2),6.970000000000001,12.0,20.956,6.07
2059,2020-08-23,红薯尖,2.4,4.0,12.208,8.42
2060,2020-08-23,苋菜,2.8500000000000005,5.0,6.385,18.52
2062,2020-08-23,菜心,4.97,8.0,10.202,13.7
2063,2020-08-23,螺丝椒,6.06,8.0,15.187,10.18
2064,2020-08-23,西兰花,7.85,13.0,40.565,9.26
2070,2020-08-23,青茄子(1),5.73,7.0,7.824,5.01
2071,2020-08-23,高瓜(1),5.44,12.0,1.127,29.25
2075,2020-08-24,上海青,5.66,10.0,31.723,14.43
2076,2020-08-24,云南油麦菜,5.49,9.0,18.497,12.81
2077,2020-08-24,云南生菜,5.0,8.0,28.15,15.25
2078,2020-08-24,净藕(1),5.77,8.8,18.214,5.54
2081,2020-08-24,奶白菜,4.68,7.0,9.772,15.68
2084,2020-08-24,娃娃菜,4.06,6.9,9.0,2.48
2087,2020-08-24,木耳菜,3.71,7.0,8.455,7.61
2090,2020-08-24,洪湖藕带,22.0,29.8,0.889,24.05
2096,2020-08-24,白玉菇(袋),4.22,7.9,2.0,6.57
2097,2020-08-24,竹叶菜,1.89,4.0,8.193,13.62
2098,2020-08-24,紫茄子(2),6.6,10.0,12.245,6.07
2102,2020-08-24,红薯尖,2.4,4.0,14.677,8.42
