,分类名称,批发价格(元/千克)_否,批发价格(元/千克)_是,销售单价(元/千克)_否,销售单价(元/千克)_是,销量(千克)_否,销量(千克)_是,销量_zscore,销售单价_zscore,日期
1265,水生根茎类,7.055945945945946,0.0,9.925675675675675,0.0,58.18,0.0,0.7771829687777674,-0.15948353502413568,2021-01-28
1271,水生根茎类,6.805245901639345,0.0,9.621311475409836,0.0,48.372,0.0,0.4614366140129234,-0.23858484994239623,2021-01-29
1277,水生根茎类,6.910909090909091,0.0,9.807272727272728,0.0,39.938,0.0,0.1899230785228445,-0.19025531731880674,2021-01-30
1283,水生根茎类,6.743833333333333,0.0,9.551666666666668,0.0,47.573,0.0,0.43571461794266336,-0.2566848628348577,2021-01-31
1289,水生根茎类,7.058064516129033,0.0,9.209677419354838,0.0,50.34,0.0,0.5247919184763424,-0.34556456395162577,2021-02-01
1295,水生根茎类,6.9809090909090905,0.0,9.001818181818182,0.0,47.323,0.0,0.42766643394070464,-0.3995851714760842,2021-02-02
1301,水生根茎类,7.023265306122449,0.0,9.006122448979593,0.0,36.091,0.0,0.06607762310070386,-0.39846653402815274,2021-02-03
1307,水生根茎类,6.887297297297297,0.0,8.927027027027027,0.0,61.4,0.0,0.8808435787229956,-0.4190226699830318,2021-02-04
1313,水生根茎类,7.0089855072463765,0.0,9.518840579710144,0.0,56.39,0.0,0.7195579713237431,-0.2652160456730965,2021-02-05
1319,水生根茎类,7.273880597014925,0.0,9.755223880597017,0.0,55.472,0.0,0.6900050396685508,-0.20378230968003627,2021-02-06
1325,水生根茎类,7.671818181818182,0.0,10.778787878787876,0.0,101.527,0.0,2.1726414965093834,0.062232083895725876,2021-02-07
1331,水生根茎类,7.948644067796611,0.0,11.16101694915254,0.0,124.55,0.0,2.9138148576177647,0.16156972623152432,2021-02-08
1349,水生根茎类,8.5,0.0,12.9,0.0,50.0,0.0,0.5138463882336785,0.6135146192986388,2021-02-13
1355,水生根茎类,9.255,10.4,14.279545454545454,14.0,34.891,30.182,0.02744633989130198,0.9720451539303183,2021-02-14
1361,水生根茎类,9.837272727272726,0.0,14.056818181818182,0.0,68.394,0.0,1.1059995743617925,0.9141604877130125,2021-02-15
1367,水生根茎类,8.53,0.0,14.0,0.0,67.819,0.0,1.0874887511572875,0.899393991229006,2021-02-16
1373,水生根茎类,8.37,0.0,12.0,0.0,53.632,0.0,0.6307704054141345,0.37961331499197465,2021-02-17
1379,水生根茎类,8.0,0.0,12.0,0.0,62.327,0.0,0.9106862450022584,0.37961331499197465,2021-02-18
1385,水生根茎类,7.726376811594203,8.0,11.53623188405797,3.7142857142857135,53.631,19.413,0.6307382126781268,0.25908446253121364,2021-02-19
1391,水生根茎类,7.9375,0.0,11.885,0.0,60.612,0.0,0.8554757027488218,0.34972592610834524,2021-02-20
1397,水生根茎类,8.045789473684211,0.0,11.896491228070175,0.0,38.554,0.0,0.14536833188800108,0.3527123852569002,2021-02-21
1403,水生根茎类,7.996226415094339,0.0,10.273584905660377,0.0,40.444,0.0,0.20621260294280894,-0.06906528760885927,2021-02-22
1409,水生根茎类,8.178644067796611,0.0,11.130508474576272,0.0,44.084,0.0,0.32339416201132776,0.15364086845841807,2021-02-23
1415,水生根茎类,7.234999999999999,0.0,10.54375,0.0,54.382,0.0,0.6549149574200106,0.0011480101068859733,2021-02-24
1421,水生根茎类,8.06031914893617,0.0,11.796808510638298,0.0,74.027,0.0,1.287341256293926,0.3268058101189572,2021-02-25
1427,水生根茎类,7.540224719101124,0.0,11.173033707865168,0.0,72.508,0.0,1.2384404902980248,0.16469276571643782,2021-02-26
1433,水生根茎类,7.250606060606061,0.0,10.571212121212122,0.0,45.651,0.0,0.3738401793356049,0.00828515007415625,2021-02-27
1439,水生根茎类,7.38056338028169,0.0,9.97323943661972,0.0,49.705,0.0,0.5043495311113672,-0.14712217311019982,2021-02-28
1445,水生根茎类,7.208333333333333,0.0,9.98611111111111,0.0,29.048,0.0,-0.16065581660247694,-0.14377694927448068,2021-03-01
1451,水生根茎类,7.635593220338983,0.0,9.957627118644067,0.0,46.406,0.0,0.3981456950215201,-0.1511796637077058,2021-03-02
1457,水生根茎类,7.088214285714286,0.0,9.953571428571427,0.0,20.757,0.0,-0.42756579084343543,-0.15223369837198814,2021-03-03
1463,水生根茎类,7.0,0.0,9.972972972972974,0.0,28.177,0.0,-0.18869568966530104,-0.14719142443744887,2021-03-04
1469,水生根茎类,6.808510638297872,0.0,9.963829787234042,0.0,35.138,0.0,0.03539794568523718,-0.14956765007062023,2021-03-05
1475,水生根茎类,6.781333333333333,0.0,9.953333333333331,0.0,61.735,0.0,0.8916281452856202,-0.15229557702392132,2021-03-06
1481,水生根茎类,6.689591836734694,0.0,9.979591836734691,0.0,36.889,0.0,0.09176742643495613,-0.14547124569645567,2021-03-07
1487,水生根茎类,6.628571428571428,0.0,9.992857142857142,0.0,26.921,0.0,-0.22912976609114158,-0.14202372080304637,2021-03-08
1493,水生根茎类,6.667796610169491,0.0,8.830508474576272,0.0,42.608,0.0,0.2758776836637633,-0.4441069092141682,2021-03-09
1499,水生根茎类,6.6,0.0,8.0,0.0,24.891,0.0,-0.2944810201870463,-0.6599480374820881,2021-03-10
1505,水生根茎类,6.577735849056604,0.0,9.058490566037737,0.0,31.801,0.0,-0.07202921437290764,-0.3848565663792817,2021-03-11
1511,水生根茎类,6.634666666666666,0.0,8.326666666666666,0.0,21.764,0.0,-0.3951477056835458,-0.5750505270300398,2021-03-12
1517,水生根茎类,6.706666666666666,0.0,10.773333333333332,0.0,47.086,0.0,0.42003675550684777,0.06081450023326161,2021-03-13
1523,水生根茎类,6.797560975609756,0.0,10.63658536585366,0.0,30.295,0.0,-0.12051147480070679,0.025275024727950075,2021-03-14
1529,水生根茎类,6.755172413793103,0.0,10.5,0.0,22.597,0.0,-0.3683311565890193,-0.010222192185798904,2021-03-15
1535,水生根茎类,6.738461538461538,0.0,10.446153846153846,0.0,19.772,0.0,-0.4592756358111528,-0.02421628731525739,2021-03-16
1541,水生根茎类,7.224827586206896,0.0,11.50344827586207,0.0,19.493,0.0,-0.4682574091573387,0.250564319512436,2021-03-17
1547,水生根茎类,6.75,0.0,10.483333333333333,0.0,20.852,0.0,-0.42450748092269114,-0.014553697821107714,2021-03-18
1553,水生根茎类,6.913043478260869,0.0,11.008695652173913,0.0,39.292,0.0,0.16912657106178317,0.12198289285709808,2021-03-19
1559,水生根茎类,7.337142857142857,0.0,11.671428571428573,0.0,39.984,0.0,0.19140394437920488,0.2942207753244626,2021-03-20
1565,水生根茎类,7.198125,0.0,10.828125,0.0,41.705,0.0,0.24680764304868852,0.07505432500933906,2021-03-21
1571,水生根茎类,7.170588235294117,0.0,11.51764705882353,0.0,10.113,0.0,-0.7702252729108294,0.2542544460171612,2021-03-22
1577,水生根茎类,6.905217391304348,0.0,10.77391304347826,0.0,13.349,0.0,-0.6660495791894758,0.060965161298837646,2021-03-23
1583,水生根茎类,7.052857142857143,0.0,10.847619047619048,0.0,14.013,0.0,-0.6446736024802736,0.08012063963635192,2021-03-24
1589,水生根茎类,7.02625,0.0,10.8625,0.0,15.827,0.0,-0.5862759793620612,0.08398805538216322,2021-03-25
1595,水生根茎类,6.925384615384616,0.0,10.976923076923075,0.0,40.178,0.0,0.1976493351647247,0.11372550753226199,2021-03-26
1601,水生根茎类,6.982307692307692,0.0,11.21346153846154,0.0,43.191,0.0,0.2946460487563312,0.17519956827952732,2021-03-27
1607,水生根茎类,6.76695652173913,0.0,10.576086956521738,0.0,30.71,0.0,-0.10715148935745536,0.00955207267104448,2021-03-28
1613,水生根茎类,7.000800000000001,0.0,11.175999999999998,0.0,15.5,0.0,-0.5968030040366231,0.1654636763823173,2021-03-29
1619,水生根茎类,7.28608695652174,0.0,10.930434782608696,0.0,14.905,0.0,-0.6159576819612849,0.10164364900434492,2021-03-30
1625,水生根茎类,7.309615384615385,0.0,11.8,0.0,19.503,0.0,-0.46793548179726036,0.32763524736827165,2021-03-31
1631,水生根茎类,6.648,0.0,13.292,0.0,20.743,0.0,-0.4280164891475452,0.7153916318410969,2021-04-01
1637,水生根茎类,7.168571428571428,0.0,12.144897959183671,0.0,37.764,0.0,0.11993607044181159,0.41727089459690186,2021-04-02
1643,水生根茎类,7.332000000000001,0.0,10.42,0.0,38.786,0.0,0.15283704664181874,-0.031013419235280178,2021-04-03
1649,水生根茎类,7.270212765957447,0.0,10.017021276595743,0.0,33.95,0.0,-0.0028470246920704475,-0.1357436959153802,2021-04-04
1655,水生根茎类,7.215625,0.0,8.903125,0.0,24.241,0.0,-0.3154062985921389,-0.4252345758688038,2021-04-05
1661,水生根茎类,7.26,0.0,10.571428571428571,0.0,3.622,0.0,-0.9791883223376853,0.008341403394095009,2021-04-06
1667,水生根茎类,7.229999999999999,0.0,10.193548387096774,0.0,17.735,0.0,-0.5248522390591124,-0.08986600548018278,2021-04-07
1673,水生根茎类,7.1877272727272725,0.0,11.636363636363637,0.0,9.582,0.0,-0.7873196157309896,0.28510773749433266,2021-04-08
1679,水生根茎类,7.19,7.2,11.403333333333334,8.0,24.627,5.077,-0.3029799024931147,0.22454541324792715,2021-04-09
1685,水生根茎类,7.195555555555556,0.0,11.544444444444444,0.0,22.753,0.0,-0.36330908977179716,0.261218827626873,2021-04-10
1691,水生根茎类,7.222105263157895,0.0,11.673684210526316,0.0,22.196,0.0,-0.38124044372816107,0.29480699413224853,2021-04-11
1697,水生根茎类,7.024000000000001,0.0,11.6,0.0,4.178,0.0,-0.9612891611173291,0.27565717974456827,2021-04-12
1703,水生根茎类,7.436666666666667,0.0,10.666666666666666,0.0,5.553,0.0,-0.9170241491065562,0.03309286416728689,2021-04-13
1709,水生根茎类,7.332666666666666,0.0,11.01,0.0,19.197,0.0,-0.4777864590156578,0.12232188025464404,2021-04-14
1715,水生根茎类,7.2312,0.0,10.9,0.0,17.098,0.0,-0.5453590118961031,0.09373394306160747,2021-04-15
1721,水生根茎类,6.971428571428571,0.0,11.082142857142856,0.0,19.018,0.0,-0.4835489587610602,0.1410711117903366,2021-04-16
1727,水生根茎类,7.092888888888889,0.0,11.471111111111112,0.0,35.302,0.0,0.04067755439052214,0.24216020283151543,2021-04-17
1733,水生根茎类,7.163793103448276,0.0,11.20689655172414,0.0,22.237,0.0,-0.37992054155183996,0.1734933916566008,2021-04-18
1739,水生根茎类,7.086,0.0,11.025,0.0,12.658,0.0,-0.6882947597708897,0.12622023532642193,2021-04-19
1745,水生根茎类,7.089,0.0,10.345,0.0,12.167,0.0,-0.7041013931507366,-0.05050519459416867,2021-04-20
1751,水生根茎类,7.013333333333333,0.0,10.333333333333334,0.0,13.078,0.0,-0.6747738106475991,-0.053537248538884696,2021-04-21
1757,水生根茎类,6.877894736842106,0.0,10.63157894736842,0.0,11.64,0.0,-0.7210669650268656,0.02397390493505801,2021-04-22
1763,水生根茎类,6.989473684210527,0.0,10.0,0.0,10.413,0.0,-0.760567452108479,-0.14016736124505674,2021-04-23
1769,水生根茎类,6.904545454545455,0.0,10.0,0.0,17.178,0.0,-0.5427835930154763,-0.14016736124505674,2021-04-24
1775,水生根茎类,6.970588235294118,0.0,10.0,0.0,11.454,0.0,-0.7270548139243229,-0.14016736124505674,2021-04-25
1781,水生根茎类,6.676666666666667,0.0,10.666666666666666,0.0,11.871,0.0,-0.7136304430090556,0.03309286416728689,2021-04-26
1787,水生根茎类,7.16625,0.0,10.125,0.0,9.127,0.0,-0.8019673106145545,-0.10768106898024228,2021-04-27
1793,水生根茎类,7.090625,0.0,10.625,0.0,7.359,0.0,-0.8588840678764065,0.022264100079015556,2021-04-28
1799,水生根茎类,7.052631578947368,0.0,10.736842105263158,0.0,8.818,0.0,-0.8119148660409756,0.05133078263174419,2021-04-29
1805,水生根茎类,6.842727272727273,0.0,10.545454545454543,0.0,14.856,0.0,-0.6175351260256687,0.0015910050014057676,2021-04-30
1811,水生根茎类,6.974137931034483,0.0,10.344827586206897,0.0,18.075,0.0,-0.5139067088164485,-0.050550003273154724,2021-05-01
1817,水生根茎类,6.8832,0.0,10.48,0.0,17.439,0.0,-0.5343812889174314,-0.015419998948169106,2021-05-02
1823,水生根茎类,7.0575,0.0,10.214285714285714,0.0,18.743,0.0,-0.49240196116321483,-0.08447657450537502,2021-05-03
1829,水生根茎类,7.206,0.0,10.4,0.0,8.799,0.0,-0.8125265280251244,-0.03621122599765038,2021-05-04
1835,水生根茎类,7.096296296296296,0.0,10.592592592592592,0.0,15.352,0.0,-0.6015675289657827,0.013841728010359718,2021-05-05
1841,水生根茎类,7.026666666666666,0.0,10.666666666666666,0.0,5.992,0.0,-0.9028915379991167,0.03309286416728689,2021-05-06
1847,水生根茎类,6.938666666666666,0.0,11.066666666666666,0.0,6.436,0.0,-0.8885979632116381,0.13704899941469326,2021-05-07
1853,水生根茎类,7.1316,0.0,10.72,0.0,11.457,0.0,-0.7269582357162994,0.04695368220027472,2021-05-08
1859,水生根茎类,8.894193548387097,0.0,12.751612903225809,0.0,21.145,0.0,-0.41507500927239555,0.5749502465455693,2021-05-09
1865,水生根茎类,8.915384615384616,0.0,13.053846153846154,0.0,8.06,0.0,-0.8363169599349143,0.6534977482399488,2021-05-10
1871,水生根茎类,8.516470588235293,0.0,11.74705882352941,0.0,8.963000000000001,0.0,-0.8072469193198394,0.31387634711493806,2021-05-11
1877,水生根茎类,7.851999999999999,0.0,10.99,0.0,6.081,0.0,-0.9000263844944194,0.11712407349227384,2021-05-12
1883,水生根茎类,7.33,0.0,11.060714285714283,0.0,14.949,0.0,-0.6145412015769403,0.1355020331163682,2021-05-13
1889,水生根茎类,6.97,0.0,10.4125,0.0,11.412,0.0,-0.7284069088366519,-0.03296259677116912,2021-05-14
1895,水生根茎类,6.36,0.0,10.0,0.0,12.399,0.0,-0.6966326783969189,-0.14016736124505674,2021-05-15
1901,水生根茎类,6.4366666666666665,0.0,10.0,0.0,6.386,0.0,-0.8902076000120298,-0.14016736124505674,2021-05-16
1907,水生根茎类,6.204166666666667,0.0,10.0,0.0,5.011,0.0,-0.9344726120228027,-0.14016736124505674,2021-05-17
1913,水生根茎类,6.655217391304348,0.0,10.0,0.0,12.309,0.0,-0.6995300246376241,-0.14016736124505674,2021-05-18
1919,水生根茎类,5.567857142857143,0.0,10.0,0.0,12.199,0.0,-0.703071225598486,-0.14016736124505674,2021-05-19
1925,水生根茎类,5.279,0.0,10.0,0.0,8.975,0.0,-0.8068606064877454,-0.14016736124505674,2021-05-20
1931,水生根茎类,6.26375,0.0,10.0,0.0,4.178,0.0,-0.9612891611173291,-0.14016736124505674,2021-05-21
1937,水生根茎类,6.621052631578948,0.0,10.0,0.0,9.18,0.0,-0.8002610956061393,-0.14016736124505674,2021-05-22
1943,水生根茎类,6.999354838709678,0.0,10.193548387096774,0.0,17.229,0.0,-0.5411417634790767,-0.08986600548018278,2021-05-23
1949,水生根茎类,5.883333333333334,0.0,10.0,0.0,4.28,0.0,-0.9580055020445299,-0.14016736124505674,2021-05-24
1955,水生根茎类,6.136363636363637,0.0,10.0,0.0,5.412,0.0,-0.921563324883661,-0.14016736124505674,2021-05-25
1961,水生根茎类,5.73888888888889,0.0,10.0,0.0,4.008,0.0,-0.9667619262386611,-0.14016736124505674,2021-05-26
1967,水生根茎类,6.541176470588235,0.0,10.0,0.0,8.319,0.0,-0.827979041308885,-0.14016736124505674,2021-05-27
1973,水生根茎类,5.6000000000000005,0.0,10.0,0.0,6.205,0.0,-0.896034485229448,-0.14016736124505674,2021-05-28
1979,水生根茎类,6.183157894736842,0.0,10.0,0.0,9.57,0.0,-0.7877059285630837,-0.14016736124505674,2021-05-29
1985,水生根茎类,5.772500000000001,0.0,10.0,0.0,4.719,0.0,-0.9438728909370905,-0.14016736124505674,2021-05-30
1991,水生根茎类,5.224,0.0,10.0,0.0,5.404,0.0,-0.9218208667717236,-0.14016736124505674,2021-05-31
1997,水生根茎类,5.7620000000000005,0.0,10.0,0.0,7.217,0.0,-0.8634554363895192,-0.14016736124505674,2021-06-01
2003,水生根茎类,4.920909090909091,0.0,10.0,0.0,8.681,0.0,-0.8163252708740489,-0.14016736124505674,2021-06-02
2009,水生根茎类,5.107142857142857,0.0,10.0,0.0,11.019,0.0,-0.7410586540877311,-0.14016736124505674,2021-06-03
2015,水生根茎类,6.277741935483872,0.0,10.903225806451612,0.0,13.461,0.0,-0.6624439927565985,0.09457229899102174,2021-06-04
2021,水生根茎类,6.385813953488372,0.0,10.883720930232558,0.0,19.495,0.0,-0.468193023685323,0.08950317011549194,2021-06-05
2027,水生根茎类,7.946000000000001,0.0,13.2,0.0,7.182,0.0,-0.8645821821497932,0.6914817207341932,2021-06-06
2033,水生根茎类,5.79,0.0,11.142857142857142,0.0,8.757,0.0,-0.8138786229374535,0.15685016803324675,2021-06-07
2039,水生根茎类,5.473684210526316,0.0,10.842105263157896,0.0,7.394,0.0,-0.8577573221161323,0.07868766032843037,2021-06-08
2045,水生根茎类,10.613,0.0,16.669999999999998,0.0,7.943,0.0,-0.8400835100478311,1.5933011940054425,2021-06-09
2051,水生根茎类,9.970333333333334,0.0,16.233333333333334,0.0,10.34,0.0,-0.7629175218370509,1.4798157463603578,2021-06-10
2057,水生根茎类,12.219047619047618,0.0,17.476190476190474,0.0,6.744,0.0,-0.8786826005212249,1.8028223094505125,2021-06-11
2063,水生根茎类,11.145625,0.0,17.133333333333333,0.0,22.347,0.0,-0.37637934059097805,1.7137170506670216,2021-06-12
2069,水生根茎类,12.00896551724138,0.0,18.93103448275862,0.0,11.431,0.0,-0.7277952468525032,2.1809222102272035,2021-06-13
2075,水生根茎类,13.866666666666667,0.0,19.327777777777776,0.0,14.049,0.0,-0.6435146639839915,2.2840319593159863,2021-06-14
2081,水生根茎类,14.544516129032258,0.0,20.27741935483871,0.0,9.998,0.0,-0.7739274375517304,2.530834629869753,2021-06-15
2087,水生根茎类,8.155263157894737,0.0,13.221052631578948,0.0,5.187,0.0,-0.9288066904854237,0.6969530962735306,2021-06-16
2093,水生根茎类,9.461538461538462,0.0,14.63076923076923,0.0,9.409,0.0,-0.7928889590603452,1.0633248198883773,2021-06-17
2099,水生根茎类,13.3825,0.0,18.391666666666666,0.0,7.902,0.0,-0.8414034122241522,2.0407457261328203,2021-06-18
2105,水生根茎类,13.190303030303031,0.0,18.672727272727272,0.0,10.313,0.0,-0.7637867257092623,2.1137906620737064,2021-06-19
2111,水生根茎类,13.64111111111111,0.0,20.666666666666668,0.0,10.001,0.0,-0.773830859343707,2.631996245352444,2021-06-20
2117,水生根茎类,10.15448275862069,0.0,15.358620689655172,0.0,9.9,0.0,-0.7770823256804983,1.2524863816382996,2021-06-21
2123,水生根茎类,8.677297297297297,0.0,13.767567567567568,0.0,13.91,0.0,-0.6479894542890805,0.8389870477744321,2021-06-22
2129,水生根茎类,8.041818181818181,0.0,13.036363636363635,0.0,10.931,0.0,-0.7438916148564206,0.6489542108602543,2021-06-23
2135,水生根茎类,11.96470588235294,0.0,18.95294117647059,0.0,6.119,0.0,-0.8988030605261217,2.1866155482630663,2021-06-24
2141,水生根茎类,7.224516129032257,0.0,11.425806451612903,0.0,10.916,0.0,-0.744374505896538,0.23038595955618174,2021-06-25
2147,水生根茎类,7.839464285714285,0.0,11.828571428571427,0.0,20.953,0.0,-0.42125601458589984,0.3350606856002288,2021-06-26
2153,水生根茎类,9.386363636363637,0.0,13.705454545454543,0.0,19.982,0.0,-0.45251516124950747,0.8228444734559154,2021-06-27
2159,水生根茎类,7.3307692307692305,0.0,12.207692307692309,0.0,9.933,0.0,-0.7760199653922397,0.43359053906274353,2021-06-28
2165,水生根茎类,6.342857142857143,0.0,10.7,0.0,9.52,0.0,-0.7893155653634755,0.04175587543790405,2021-06-29
2171,水生根茎类,10.022,0.0,15.34,0.0,7.464,0.0,-0.8555038305955839,1.247647044307817,2021-06-30
2177,水生根茎类,8.558,0.0,13.408,0.0,8.512,0.0,-0.821765843259373,0.7455389110628445,2021-07-01
2183,水生根茎类,9.16090909090909,0.0,14.227272727272728,0.0,10.79,0.0,-0.7484307906335252,0.9584599771650326,2021-07-02
2189,水生根茎类,9.339827586206898,0.0,14.346551724137932,0.0,29.657,0.0,-0.14105044037370545,0.9894594359907677,2021-07-03
2195,水生根茎类,8.492156862745098,0.0,13.268627450980391,0.0,24.214,0.0,-0.3162755024643505,0.7093173321736992,2021-07-04
2201,水生根茎类,8.164444444444444,0.0,12.896296296296295,0.0,14.947,0.0,-0.6146055870489558,0.6125520624907922,2021-07-05
2207,水生根茎类,7.635714285714285,0.0,12.733333333333333,0.0,7.861,0.0,-0.8427233144004734,0.5701995629455526,2021-07-06
2213,水生根茎类,10.03181818181818,0.0,15.427272727272726,0.0,8.404,0.0,-0.8252426587482191,1.2703283829072507,2021-07-07
2219,水生根茎类,9.763636363636364,0.0,15.30909090909091,0.0,12.209,0.0,-0.7027492982384076,1.2396140702205178,2021-07-08
2225,水生根茎类,8.414545454545454,0.0,13.090909090909092,0.0,4.507,0.0,-0.9506977509707515,0.663130047484901,2021-07-09
2231,水生根茎类,9.166451612903224,0.0,14.425806451612903,0.0,14.838,0.0,-0.6181145952738097,1.0100569739117289,2021-07-10
2237,水生根茎类,10.650487804878049,0.0,16.44390243902439,0.0,14.099,0.0,-0.6419050271835998,1.5345406224357203,2021-07-11
2243,水生根茎类,9.7315,0.0,15.94,0.0,7.559,0.0,-0.8524455206748395,1.4035812471789264,2021-07-12
2249,水生根茎类,11.920555555555556,0.0,19.45555555555556,0.0,7.123,0.0,-0.8664815535742555,2.317240169186687,2021-07-13
